Categoria,Código da composição,Grupo,Subcategoria,Tipo,Código,Banco,Descrição,Classificação,Und,Quant.,Valor Unit,Total
ADMINISTRAÇÃO DE OBRA,1.1,1,,Composição Auxiliar,93565,SINAPI,ENGENHEIRO CIVIL DE OBRA JUNIOR COM ENCARGOS COMPLEMENTARES,Livro SINAPI: Cálculos e Parâmetros,MES,"9,5760004","22.853,38","218.843,97"
MOVIMENTO DE TERRA,3.1,3,,Composição Auxiliar,93589,SINAPI,"TRANSPORTE COM CAMINHÃO BASCULANTE DE 10 M³, EM VIA URBANA EM REVESTIMENTO PRIMÁRIO (UNIDADE: M3XKM). AF_07/2020","Transporte, Carga e Descarga de Materiais",M3XKM,"0,2500000","2,38","0,59"
INSTALAÇÕES ELÉTRICAS,10.2.5.3,10,QUADRO DE ILUMINAÇÃO EXTERNA (Q-ILUM),Composição,93653,SINAPI,"DISJUNTOR MONOPOLAR TIPO DIN, CORRENTE NOMINAL DE 10A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020","Instalações Elétricas - Quadros, Cabos, Disjuntores, Contatores e Barramentos Blindados",UN,"1,0000000","9,05","9,05"
INSTALAÇÕES ELÉTRICAS,10.7.1.2,10,QLF-T,Composição,93654,SINAPI,"DISJUNTOR MONOPOLAR TIPO DIN, CORRENTE NOMINAL DE 16A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020","Instalações Elétricas - Quadros, Cabos, Disjuntores, Contatores e Barramentos Blindados",UN,"1,0000000","9,58","9,58"
INSTALAÇÕES ELÉTRICAS,10.7.2.2,10,QLF-S,Composição,93654,SINAPI,"DISJUNTOR MONOPOLAR TIPO DIN, CORRENTE NOMINAL DE 16A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020","Instalações Elétricas - Quadros, Cabos, Disjuntores, Contatores e Barramentos Blindados",UN,"1,0000000","9,58","9,58"
INSTALAÇÕES ELÉTRICAS,10.2.5.4,10,QUADRO DE ILUMINAÇÃO EXTERNA (Q-ILUM),Composição,93655,SINAPI,"DISJUNTOR MONOPOLAR TIPO DIN, CORRENTE NOMINAL DE 20A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020","Instalações Elétricas - Quadros, Cabos, Disjuntores, Contatores e Barramentos Blindados",UN,"1,0000000","10,65","10,65"
INSTALAÇÕES ELÉTRICAS,10.7.1.3,10,QLF-T,Composição,93655,SINAPI,"DISJUNTOR MONOPOLAR TIPO DIN, CORRENTE NOMINAL DE 20A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020","Instalações Elétricas - Quadros, Cabos, Disjuntores, Contatores e Barramentos Blindados",UN,"1,0000000","10,65","10,65"
INSTALAÇÕES ELÉTRICAS,10.7.2.3,10,QLF-S,Composição,93655,SINAPI,"DISJUNTOR MONOPOLAR TIPO DIN, CORRENTE NOMINAL DE 20A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020","Instalações Elétricas - Quadros, Cabos, Disjuntores, Contatores e Barramentos Blindados",UN,"1,0000000","10,65","10,65"
INSTALAÇÕES ELÉTRICAS,10.7.4.2,10,QFAC-S,Composição,93655,SINAPI,"DISJUNTOR MONOPOLAR TIPO DIN, CORRENTE NOMINAL DE 20A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020","Instalações Elétricas - Quadros, Cabos, Disjuntores, Contatores e Barramentos Blindados",UN,"1,0000000","10,65","10,65"
INSTALAÇÕES ELÉTRICAS,10.7.3.2,10,QFAC-T,Composição,93656,SINAPI,"DISJUNTOR MONOPOLAR TIPO DIN, CORRENTE NOMINAL DE 25A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020","Instalações Elétricas - Quadros, Cabos, Disjuntores, Contatores e Barramentos Blindados",UN,"1,0000000","10,65","10,65"
INSTALAÇÕES ELÉTRICAS,10.7.3.3,10,QFAC-T,Composição,93657,SINAPI,"DISJUNTOR MONOPOLAR TIPO DIN, CORRENTE NOMINAL DE 32A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020","Instalações Elétricas - Quadros, Cabos, Disjuntores, Contatores e Barramentos Blindados",UN,"1,0000000","11,93","11,93"
INSTALAÇÕES ELÉTRICAS,10.7.4.3,10,QFAC-S,Composição,93657,SINAPI,"DISJUNTOR MONOPOLAR TIPO DIN, CORRENTE NOMINAL DE 32A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020","Instalações Elétricas - Quadros, Cabos, Disjuntores, Contatores e Barramentos Blindados",UN,"1,0000000","11,93","11,93"
INSTALAÇÕES ELÉTRICAS,10.1.7.3,10,QGBT,Composição,93669,SINAPI,"DISJUNTOR TRIPOLAR TIPO DIN, CORRENTE NOMINAL DE 20A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020","Instalações Elétricas - Quadros, Cabos, Disjuntores, Contatores e Barramentos Blindados",UN,"1,0000000","58,96","58,96"
INSTALAÇÕES ELÉTRICAS,10.1.7.4,10,QGBT,Composição,93672,SINAPI,"DISJUNTOR TRIPOLAR TIPO DIN, CORRENTE NOMINAL DE 40A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020","Instalações Elétricas - Quadros, Cabos, Disjuntores, Contatores e Barramentos Blindados",UN,"1,0000000","68,92","68,92"
INSTALAÇÕES ELÉTRICAS,10.1.7.5,10,QGBT,Composição,93673,SINAPI,"DISJUNTOR TRIPOLAR TIPO DIN, CORRENTE NOMINAL DE 50A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020","Instalações Elétricas - Quadros, Cabos, Disjuntores, Contatores e Barramentos Blindados",UN,"1,0000000","76,73","76,73"
INSTALAÇÕES ELÉTRICAS,10.2.5.2,10,QUADRO DE ILUMINAÇÃO EXTERNA (Q-ILUM),Composição,93673,SINAPI,"DISJUNTOR TRIPOLAR TIPO DIN, CORRENTE NOMINAL DE 50A - FORNECIMENTO E INSTALAÇÃO. AF_10/2020","Instalações Elétricas - Quadros, Cabos, Disjuntores, Contatores e Barramentos Blindados",UN,"1,0000000","76,73","76,73"
COBERTURA,9.1,9,,Composição,94213,SINAPI,"TELHAMENTO COM TELHA DE AÇO/ALUMÍNIO E = 0,5 MM, COM ATÉ 2 ÁGUAS, INCLUSO IÇAMENTO. AF_07/2019",Telhamento para Cobertura,m²,"1,0000000","57,13","57,13"
COBERTURA,9.5,9,,Composição,94228,SINAPI,"CALHA EM CHAPA DE AÇO GALVANIZADO NÚMERO 24, DESENVOLVIMENTO DE 50 CM, INCLUSO TRANSPORTE VERTICAL. AF_07/2019",Telhamento para Cobertura,M,"1,0000000","72,72","72,72"
PAISAGISMO/URBANIZAÇÃO,19.1.2,19,PASSEIO/ BLOQUETES/ MEIO-FIO,Composição,94265,SINAPI,"GUIA (MEIO-FIO) CONCRETO, MOLDADA IN LOCO EM TRECHO RETO COM EXTRUSORA, 15 CM BASE X 30 CM ALTURA. AF_01/2024",Guias e sarjetas,M,"1,0000000","37,55","37,55"
PAISAGISMO/URBANIZAÇÃO,19.1.3,19,PASSEIO/ BLOQUETES/ MEIO-FIO,Composição,94266,SINAPI,"GUIA (MEIO-FIO) CONCRETO, MOLDADA IN LOCO EM TRECHO CURVO COM EXTRUSORA, 15 CM BASE X 30 CM ALTURA. AF_01/2024",Guias e sarjetas,M,"1,0000000","41,96","41,96"
PAISAGISMO/URBANIZAÇÃO,19.1.4,19,PASSEIO/ BLOQUETES/ MEIO-FIO,Composição,94267,SINAPI,"GUIA (MEIO-FIO) E SARJETA CONJUGADOS DE CONCRETO, MOLDADA IN LOCO EM TRECHO RETO COM EXTRUSORA, 45 CM BASE (15 CM BASE DA GUIA + 30 CM BASE DA SARJETA) X 22 CM ALTURA. AF_01/2024",Guias e sarjetas,M,"1,0000000","45,11","45,11"
PAISAGISMO/URBANIZAÇÃO,19.1.5,19,PASSEIO/ BLOQUETES/ MEIO-FIO,Composição,94268,SINAPI,"GUIA (MEIO-FIO) E SARJETA CONJUGADOS DE CONCRETO, MOLDADA IN LOCO EM TRECHO CURVO COM EXTRUSORA, 45 CM BASE (15 CM BASE DA GUIA + 30 CM BASE DA SARJETA) X 22 CM ALTURA. AF_01/2024",Guias e sarjetas,M,"1,0000000","49,97","49,97"
PAISAGISMO/URBANIZAÇÃO,19.1.6,19,PASSEIO/ BLOQUETES/ MEIO-FIO,Composição,94273,SINAPI,"ASSENTAMENTO DE GUIA (MEIO-FIO) EM TRECHO RETO, CONFECCIONADA EM CONCRETO PRÉ-FABRICADO, DIMENSÕES 100X15X13X30 CM (COMPRIMENTO X BASE INFERIOR X BASE SUPERIOR X ALTURA). AF_01/2024",Guias e sarjetas,M,"1,0000000","35,76","35,76"
PAISAGISMO/URBANIZAÇÃO,19.1.7,19,PASSEIO/ BLOQUETES/ MEIO-FIO,Composição,94274,SINAPI,"ASSENTAMENTO DE GUIA (MEIO-FIO) EM TRECHO CURVO, CONFECCIONADA EM CONCRETO PRÉ-FABRICADO, DIMENSÕES 100X15X13X30 CM (COMPRIMENTO X BASE INFERIOR X BASE SUPERIOR X ALTURA). AF_01/2024",Guias e sarjetas,M,"1,0000000","38,13","38,13"
ADMINISTRAÇÃO DE OBRA,1.1,1,,Composição Auxiliar,94295,SINAPI,MESTRE DE OBRAS COM ENCARGOS COMPLEMENTARES,Livro SINAPI: Cálculos e Parâmetros,MES,"11,1720004","7.249,47","80.991,08"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.5.6,12,INSTALAÇÕES HIDRÁULICAS - POÇO,Composição,94498,SINAPI,"REGISTRO DE GAVETA BRUTO, LATÃO, ROSCÁVEL, 2"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021",Válvulas e Registros para Sistemas Prediais,UN,"1,0000000","120,91","120,91"
INSTALAÇÕES DE COMBATE A INCÊNDIO,14.1.4.1,14,SISTEMA DE HIDRANTES - VÁLVULAS E REGISTROS,Composição,94499,SINAPI,"REGISTRO DE GAVETA BRUTO, LATÃO, ROSCÁVEL, 2 1/2"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021",Válvulas e Registros para Sistemas Prediais,UN,"1,0000000","240,08","240,08"
ESQUADRIAS,8.3,8,,Composição,94569,SINAPI,"JANELA DE ALUMÍNIO TIPO MAXIM-AR, BATENTE/ REQUADRO 3 A 14 CM, VIDRO INCLUSO, FIXAÇÃO COM PARAFUSO, SEM GUARNIÇÃO/ ALIZAR, DIMENSÕES 60X80 (A X L) CM, SEM ACABAMENTO, VEDAÇÃO COM SILICONE, EXCLUSIVE CONTRAMARCO - FORNECIMENTO E INSTALAÇÃO. AF_11/2024",Esquadrias - Janelas,m²,"1,0000000","569,93","569,93"
ESQUADRIAS,8.2,8,,Composição,94570,SINAPI,"JANELA DE ALUMÍNIO DE CORRER COM 2 FOLHAS PARA VIDROS (VIDROS INCLUSOS), BATENTE/ REQUADRO 6 A 14 CM, ACABAMENTO COM ACETATO OU BRILHANTE, FIXAÇÃO COM PARAFUSO, SEM GUARNIÇÃO/ ALIZAR, DIMENSÕES 100X120 CM, VEDAÇÃO COM SILICONE, EXCLUSIVE CONTRAMARCO - FORNECIMENTO E INSTALAÇÃO. AF_11/2024",Esquadrias - Janelas,m²,"1,0000000","301,99","301,99"
ESQUADRIAS,8.5,8,,Composição,94589,SINAPI,"CONTRAMARCO DE ALUMÍNIO, FIXAÇÃO COM ARGAMASSA - FORNECIMENTO E INSTALAÇÃO. AF_11/2024",Esquadrias - Janelas,M,"1,0000000","17,14","17,14"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.5.10,12,INSTALAÇÕES HIDRÁULICAS - POÇO,Composição,94652,SINAPI,"TUBO, PVC, SOLDÁVEL, DE 60MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",Instalações Hidráulicas - Reservação e Bombas de Recalque,M,"1,0000000","27,05","27,05"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.1.5,12,TUBOS,Composição,94654,SINAPI,"TUBO, PVC, SOLDÁVEL, DE 85MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",Instalações Hidráulicas - Reservação e Bombas de Recalque,M,"1,0000000","59,46","59,46"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.5.8,12,INSTALAÇÕES HIDRÁULICAS - POÇO,Composição,94664,SINAPI,"ADAPTADOR CURTO COM BOLSA E ROSCA PARA REGISTRO, PVC, SOLDÁVEL, DN 60 MM X 2"", INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",Instalações Hidráulicas - Reservação e Bombas de Recalque,UN,"1,0000000","15,43","15,43"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.25,12,CONEXÕES,Composição,94668,SINAPI,"ADAPTADOR CURTO COM BOLSA E ROSCA PARA REGISTRO, PVC, SOLDÁVEL, DN 85 MM X 3"", INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",Instalações Hidráulicas - Reservação e Bombas de Recalque,UN,"1,0000000","33,28","33,28"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.23,12,CONEXÕES,Composição,94679,SINAPI,"CURVA 90 GRAUS, PVC, SOLDÁVEL, DN 50 MM, INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",Instalações Hidráulicas - Reservação e Bombas de Recalque,UN,"1,0000000","18,07","18,07"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.2.24,12,CONEXÕES,Composição,94714,SINAPI,"ADAPTADOR COM FLANGES LIVRES, PVC, SOLDÁVEL, DN 85 MM X 3"", INSTALADO EM RESERVAÇÃO PREDIAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_04/2024",Instalações Hidráulicas - Reservação e Bombas de Recalque,UN,"1,0000000","251,38","251,38"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.3.3,12,REGISTROS E VÁLVULAS,Composição,94792,SINAPI,"REGISTRO DE GAVETA BRUTO, LATÃO, ROSCÁVEL, 1"", COM ACABAMENTO E CANOPLA CROMADOS - FORNECIMENTO E INSTALAÇÃO. AF_08/2021",Válvulas e Registros para Sistemas Prediais,UN,"1,0000000","95,02","95,02"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.3.5,12,REGISTROS E VÁLVULAS,Composição,94793,SINAPI,"REGISTRO DE GAVETA BRUTO, LATÃO, ROSCÁVEL, 1 1/4"", COM ACABAMENTO E CANOPLA CROMADOS - FORNECIMENTO E INSTALAÇÃO. AF_08/2021",Válvulas e Registros para Sistemas Prediais,UN,"1,0000000","130,11","130,11"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.3.6,12,REGISTROS E VÁLVULAS,Composição,94794,SINAPI,"REGISTRO DE GAVETA BRUTO, LATÃO, ROSCÁVEL, 1 1/2"", COM ACABAMENTO E CANOPLA CROMADOS - FORNECIMENTO E INSTALAÇÃO. AF_08/2021",Válvulas e Registros para Sistemas Prediais,UN,"1,0000000","138,05","138,05"
ESQUADRIAS,8.18,8,,Composição,94805,SINAPI,"PORTA DE ALUMÍNIO DE ABRIR PARA VIDRO SEM GUARNIÇÃO, 87X210CM, FIXAÇÃO COM PARAFUSOS, INCLUSIVE VIDROS - FORNECIMENTO E INSTALAÇÃO. AF_12/2019",Esquadrias - Portas,UN,"1,0000000","625,86","625,86"
SERVIÇOS PRELIMINARES/TÉCNICOS,2.11,2,,Composição Auxiliar,94962,SINAPI,"CONCRETO MAGRO PARA LASTRO, TRAÇO 1:4,5:4,5 (EM MASSA SECA DE CIMENTO/ AREIA MÉDIA/ BRITA 1) - PREPARO MECÂNICO COM BETONEIRA 400 L. AF_05/2021",Produção de Concreto,m³,"0,0100000","337,03","3,37"
INFRA-ESTRUTURA/FUNDAÇÕES SIMPLES,4.24,4,,Composição,94962,SINAPI,"CONCRETO MAGRO PARA LASTRO, TRAÇO 1:4,5:4,5 (EM MASSA SECA DE CIMENTO/ AREIA MÉDIA/ BRITA 1) - PREPARO MECÂNICO COM BETONEIRA 400 L. AF_05/2021",Produção de Concreto,m³,"1,0000000","337,03","337,03"
SERVIÇOS COMPLEMENTARES,18.5.2,18,CERCAMENTO,Composição Auxiliar,94962,SINAPI,"CONCRETO MAGRO PARA LASTRO, TRAÇO 1:4,5:4,5 (EM MASSA SECA DE CIMENTO/ AREIA MÉDIA/ BRITA 1) - PREPARO MECÂNICO COM BETONEIRA 400 L. AF_05/2021",Produção de Concreto,m³,"0,0090000","337,03","3,03"
SERVIÇOS PRELIMINARES/TÉCNICOS,2.7,2,,Composição Auxiliar,94963,SINAPI,"CONCRETO FCK = 15MPA, TRAÇO 1:3,4:3,5 (EM MASSA SECA DE CIMENTO/ AREIA MÉDIA/ BRITA 1) - PREPARO MECÂNICO COM BETONEIRA 400 L. AF_05/2021",Produção de Concreto,m³,"0,4320000","390,16","168,54"
SERVIÇOS PRELIMINARES/TÉCNICOS,2.8,2,,Composição Auxiliar,94963,SINAPI,"CONCRETO FCK = 15MPA, TRAÇO 1:3,4:3,5 (EM MASSA SECA DE CIMENTO/ AREIA MÉDIA/ BRITA 1) - PREPARO MECÂNICO COM BETONEIRA 400 L. AF_05/2021",Produção de Concreto,m³,"0,3240000","390,16","126,41"
SERVIÇOS PRELIMINARES/TÉCNICOS,2.9,2,,Composição Auxiliar,94963,SINAPI,"CONCRETO FCK = 15MPA, TRAÇO 1:3,4:3,5 (EM MASSA SECA DE CIMENTO/ AREIA MÉDIA/ BRITA 1) - PREPARO MECÂNICO COM BETONEIRA 400 L. AF_05/2021",Produção de Concreto,m³,"0,0148000","390,16","5,77"
SERVIÇOS PRELIMINARES/TÉCNICOS,2.10,2,,Composição Auxiliar,94963,SINAPI,"CONCRETO FCK = 15MPA, TRAÇO 1:3,4:3,5 (EM MASSA SECA DE CIMENTO/ AREIA MÉDIA/ BRITA 1) - PREPARO MECÂNICO COM BETONEIRA 400 L. AF_05/2021",Produção de Concreto,m³,"0,0148000","390,16","5,77"
ALVENARIA/VEDAÇÃO/DIVISÓRIA,7.4,7,,Composição Auxiliar,94964,SINAPI,"CONCRETO FCK = 20MPA, TRAÇO 1:2,7:3 (EM MASSA SECA DE CIMENTO/ AREIA MÉDIA/ BRITA 1) - PREPARO MECÂNICO COM BETONEIRA 400 L. AF_05/2021",Produção de Concreto,m³,"0,0430000","423,37","18,20"
ALVENARIA/VEDAÇÃO/DIVISÓRIA,7.5,7,,Composição Auxiliar,94964,SINAPI,"CONCRETO FCK = 20MPA, TRAÇO 1:2,7:3 (EM MASSA SECA DE CIMENTO/ AREIA MÉDIA/ BRITA 1) - PREPARO MECÂNICO COM BETONEIRA 400 L. AF_05/2021",Produção de Concreto,m³,"0,0210000","423,37","8,89"
INFRA-ESTRUTURA/FUNDAÇÕES SIMPLES,4.9,4,,Composição Auxiliar,94968,SINAPI,"CONCRETO MAGRO PARA LASTRO, TRAÇO 1:4,5:4,5 (EM MASSA SECA DE CIMENTO/ AREIA MÉDIA/ BRITA 1) - PREPARO MECÂNICO COM BETONEIRA 600 L. AF_05/2021",Produção de Concreto,m³,"0,0690000","352,30","24,30"
PAISAGISMO/URBANIZAÇÃO,19.1.10,19,PASSEIO/ BLOQUETES/ MEIO-FIO,Composição Auxiliar,94968,SINAPI,"CONCRETO MAGRO PARA LASTRO, TRAÇO 1:4,5:4,5 (EM MASSA SECA DE CIMENTO/ AREIA MÉDIA/ BRITA 1) - PREPARO MECÂNICO COM BETONEIRA 600 L. AF_05/2021",Produção de Concreto,m³,"1,3800000","352,30","486,17"
PISOS,21.1,21,,Composição Auxiliar,94968,SINAPI,"CONCRETO MAGRO PARA LASTRO, TRAÇO 1:4,5:4,5 (EM MASSA SECA DE CIMENTO/ AREIA MÉDIA/ BRITA 1) - PREPARO MECÂNICO COM BETONEIRA 600 L. AF_05/2021",Produção de Concreto,m³,"0,0565000","352,30","19,90"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.4.4,12,SERVIÇOS DIVERSOS,Composição Auxiliar,94970,SINAPI,"CONCRETO FCK = 20MPA, TRAÇO 1:2,7:3 (EM MASSA SECA DE CIMENTO/ AREIA MÉDIA/ BRITA 1) - PREPARO MECÂNICO COM BETONEIRA 600 L. AF_05/2021",Produção de Concreto,m³,"0,1163000","406,99","47,33"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.2.3.1,12,CAIXAS,Composição Auxiliar,94970,SINAPI,"CONCRETO FCK = 20MPA, TRAÇO 1:2,7:3 (EM MASSA SECA DE CIMENTO/ AREIA MÉDIA/ BRITA 1) - PREPARO MECÂNICO COM BETONEIRA 600 L. AF_05/2021",Produção de Concreto,m³,"0,0744000","406,99","30,28"
SERVIÇOS COMPLEMENTARES,18.1.2.7,18,CONEXÕES,Composição Auxiliar,94970,SINAPI,"CONCRETO FCK = 20MPA, TRAÇO 1:2,7:3 (EM MASSA SECA DE CIMENTO/ AREIA MÉDIA/ BRITA 1) - PREPARO MECÂNICO COM BETONEIRA 600 L. AF_05/2021",Produção de Concreto,m³,"0,0896000","406,99","36,46"
SERVIÇOS COMPLEMENTARES,18.1.3.1,18,CAIXAS,Composição Auxiliar,94970,SINAPI,"CONCRETO FCK = 20MPA, TRAÇO 1:2,7:3 (EM MASSA SECA DE CIMENTO/ AREIA MÉDIA/ BRITA 1) - PREPARO MECÂNICO COM BETONEIRA 600 L. AF_05/2021",Produção de Concreto,m³,"0,0744000","406,99","30,28"
SERVIÇOS COMPLEMENTARES,18.1.3.2,18,CAIXAS,Composição Auxiliar,94970,SINAPI,"CONCRETO FCK = 20MPA, TRAÇO 1:2,7:3 (EM MASSA SECA DE CIMENTO/ AREIA MÉDIA/ BRITA 1) - PREPARO MECÂNICO COM BETONEIRA 600 L. AF_05/2021",Produção de Concreto,m³,"0,1628000","406,99","66,25"
SERVIÇOS PRELIMINARES/TÉCNICOS,2.13,2,,Composição Auxiliar,94974,SINAPI,"CONCRETO MAGRO PARA LASTRO, TRAÇO 1:4,5:4,5 (EM MASSA SECA DE CIMENTO/ AREIA MÉDIA/ BRITA 1) - PREPARO MANUAL. AF_05/2021",Produção de Concreto,m³,"0,0061000","416,89","2,54"
SERVIÇOS PRELIMINARES/TÉCNICOS,2.15,2,,Composição Auxiliar,94974,SINAPI,"CONCRETO MAGRO PARA LASTRO, TRAÇO 1:4,5:4,5 (EM MASSA SECA DE CIMENTO/ AREIA MÉDIA/ BRITA 1) - PREPARO MANUAL. AF_05/2021",Produção de Concreto,m³,"0,0040000","416,89","1,66"
SERVIÇOS COMPLEMENTARES,18.5.1,18,CERCAMENTO,Composição Auxiliar,94974,SINAPI,"CONCRETO MAGRO PARA LASTRO, TRAÇO 1:4,5:4,5 (EM MASSA SECA DE CIMENTO/ AREIA MÉDIA/ BRITA 1) - PREPARO MANUAL. AF_05/2021",Produção de Concreto,m³,"0,0145000","416,89","6,04"
INSTALAÇÕES DE COMBATE A INCÊNDIO,14.1.5.3,14,SISTEMA DE HIDRANTES - BOMBAS,Composição Auxiliar,94975,SINAPI,"CONCRETO FCK = 15MPA, TRAÇO 1:3,4:3,5 (EM MASSA SECA DE CIMENTO/ AREIA MÉDIA/ BRITA 1) - PREPARO MANUAL. AF_05/2021",Produção de Concreto,m³,"0,0248000","444,87","11,03"
PAISAGISMO/URBANIZAÇÃO,19.4.2,19,PLACAS E SINALIZAÇÃO,Composição Auxiliar,94975,SINAPI,"CONCRETO FCK = 15MPA, TRAÇO 1:3,4:3,5 (EM MASSA SECA DE CIMENTO/ AREIA MÉDIA/ BRITA 1) - PREPARO MANUAL. AF_05/2021",Produção de Concreto,m³,"0,0005000","444,87","0,22"
PAISAGISMO/URBANIZAÇÃO,19.1.1,19,PASSEIO/ BLOQUETES/ MEIO-FIO,Composição,94993,SINAPI,"EXECUÇÃO DE PASSEIO (CALÇADA) OU PISO DE CONCRETO COM CONCRETO MOLDADO IN LOCO, USINADO, ACABAMENTO CONVENCIONAL, ESPESSURA 6 CM, ARMADO. AF_08/2022",Passeios de Concreto,m²,"1,0000000","57,06","57,06"
PAISAGISMO/URBANIZAÇÃO,19.3.1,19,PINTURA- URBANIZAÇÃO,Composição Auxiliar,95133,SINAPI,"MÁQUINA DEMARCADORA DE FAIXA DE TRÁFEGO À FRIO, AUTOPROPELIDA, POTÊNCIA 38 HP - CHP DIURNO. AF_07/2016",Custos Horários Produtivo e Improdutivo dos Equipamentos,CHP,"0,0107000","154,52","1,65"
PAISAGISMO/URBANIZAÇÃO,19.3.2,19,PINTURA- URBANIZAÇÃO,Composição Auxiliar,95133,SINAPI,"MÁQUINA DEMARCADORA DE FAIXA DE TRÁFEGO À FRIO, AUTOPROPELIDA, POTÊNCIA 38 HP - CHP DIURNO. AF_07/2016",Custos Horários Produtivo e Improdutivo dos Equipamentos,CHP,"0,0007000","154,52","0,10"
PAISAGISMO/URBANIZAÇÃO,19.3.5,19,PINTURA- URBANIZAÇÃO,Composição Auxiliar,95133,SINAPI,"MÁQUINA DEMARCADORA DE FAIXA DE TRÁFEGO À FRIO, AUTOPROPELIDA, POTÊNCIA 38 HP - CHP DIURNO. AF_07/2016",Custos Horários Produtivo e Improdutivo dos Equipamentos,CHP,"0,0007000","154,52","0,10"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.1.3.8,12,REGISTROS E VÁLVULAS,Composição,95252,SINAPI,"VÁLVULA DE ESFERA BRUTA, BRONZE, ROSCÁVEL, 1 1/2'' - FORNECIMENTO E INSTALAÇÃO. AF_08/2021",Válvulas e Registros para Sistemas Prediais,UN,"1,0000000","123,12","123,12"
PISOS,21.9,21,,Composição Auxiliar,95276,SINAPI,"POLIDORA DE PISO (POLITRIZ), PESO DE 100KG, DIÂMETRO 450 MM, MOTOR ELÉTRICO, POTÊNCIA 4 HP - CHP DIURNO. AF_05/2023",Custos Horários Produtivo e Improdutivo dos Equipamentos,CHP,"0,0903000","2,73","0,24"
PISOS,21.13,21,,Composição Auxiliar,95276,SINAPI,"POLIDORA DE PISO (POLITRIZ), PESO DE 100KG, DIÂMETRO 450 MM, MOTOR ELÉTRICO, POTÊNCIA 4 HP - CHP DIURNO. AF_05/2023",Custos Horários Produtivo e Improdutivo dos Equipamentos,CHP,"0,0430000","2,73","0,11"
PISOS,21.9,21,,Composição Auxiliar,95277,SINAPI,"POLIDORA DE PISO (POLITRIZ), PESO DE 100KG, DIÂMETRO 450 MM, MOTOR ELÉTRICO, POTÊNCIA 4 HP - CHI DIURNO. AF_05/2023",Custos Horários Produtivo e Improdutivo dos Equipamentos,CHI,"0,2164000","0,54","0,11"
PISOS,21.13,21,,Composição Auxiliar,95277,SINAPI,"POLIDORA DE PISO (POLITRIZ), PESO DE 100KG, DIÂMETRO 450 MM, MOTOR ELÉTRICO, POTÊNCIA 4 HP - CHI DIURNO. AF_05/2023",Custos Horários Produtivo e Improdutivo dos Equipamentos,CHI,"0,0250000","0,54","0,01"
INSTALAÇÕES HIDRÁULICAS E SANITÁRIAS,12.3.10,12,LOUÇAS/METAIS E ACESSÓRIOS,Composição,95547,SINAPI,"SABONETEIRA PLASTICA TIPO DISPENSER PARA SABONETE LIQUIDO COM RESERVATORIO 800 A 1500 ML, INCLUSO FIXAÇÃO. AF_01/2020",Louças e Metais,UN,"1,0000000","43,33","43,33"
